links,title,time,content,class
https://nltimes.nl/2022/12/29/netherlands-can-deport-russians-seeking-asylum-forced-military-mobilization,Netherlands can deport Russians seeking asylum over forced military mobilization,29 December 2022 - 09:50,,Politics
https://nltimes.nl/2022/12/29/dutch-people-think-polarization-increasing-research-shows-otherwise,"Most Dutch people think that polarization is increasing, but research shows otherwise",29 December 2022 - 09:01,,Politics
https://nltimes.nl/2022/12/29/police-often-finds-dangerous-illegal-fireworks-stored-bedrooms,Police often finds dangerous illegal fireworks stored in bedrooms,29 December 2022 - 08:30,,Crime
https://nltimes.nl/2022/12/29/hundreds-cant-return-amsterdam-student-housing-damaged-christmas-fire,Hundreds can't return to Amsterdam student housing damaged in Christmas fire,29 December 2022 - 08:00,,1-1-2
https://nltimes.nl/2022/12/29/netherlands-yet-tightening-travel-rules-china,Netherlands is not yet tightening travel rules to and from China,29 December 2022 - 07:30,,HealthPolitics
https://nltimes.nl/2022/12/28/number-coronavirus-patients-hospitals-rises-800,Number of coronavirus patients in hospitals rises to more than 800,28 December 2022 - 18:30,,Health
https://nltimes.nl/2022/12/28/boy-stores-130-kilograms-fireworks-garage-next-house-3-injured-illegal-fireworks,Boy stores 130 kilograms of fireworks in garage next to house; 3 injured by illegal fireworks,28 December 2022 - 17:40,,Crime1-1-2
https://nltimes.nl/2022/12/28/postnl-pay-eu2-million-fine-due-late-mail-delivery-2019,PostNL has to pay €2 million fine due to late mail delivery in 2019,28 December 2022 - 16:50,,Business
https://nltimes.nl/2022/12/28/arriva-train-derails-collision-street-sweeper-car-killing-one-three-hurt,"Arriva train derails after collision with street sweeper car, killing one; Three hurt",28 December 2022 - 16:27,,1-1-2
https://nltimes.nl/2022/12/28/netherlands-generated-15-percent-sustainable-energy-year,The Netherlands generated 15 percent more sustainable energy this year,28 December 2022 - 15:10,,TechNatureScienceInnovation
https://nltimes.nl/2022/12/28/amsterdam-police-investigating-two-tuesday-night-gunshot-incidents-one-hurt,Amsterdam police investigating two Tuesday night gunshot incidents; One hurt,28 December 2022 - 14:20,,Crime
https://nltimes.nl/2022/12/28/cabinet-wants-judges-suspend-decision-refugee-family-reunification,Cabinet wants judges to suspend decision on refugee family reunification,28 December 2022 - 13:32,,Politics
https://nltimes.nl/2022/12/28/employees-will-37-percent-salary-next-year,Employees will have 3.7 percent more of their salary next year,28 December 2022 - 11:25,,Business
https://nltimes.nl/2022/12/28/nearly-40-dump-used-deep-fryer-oil-sink-toilet,Nearly 40% dump used deep-fryer oil down the sink or toilet,28 December 2022 - 10:20,,CultureEntertainmentFoodWeird
https://nltimes.nl/2022/12/28/immigration-threat-cabinets-housing-shortage-solution-says-housing-minister,"Immigration a threat to Cabinet’s housing shortage solution, says housing minister",28 December 2022 - 09:50,,Politics
https://nltimes.nl/2022/12/28/consultation-additional-measures-necessary-pediatric-icus,After consultation: No additional measures necessary for pediatric ICUs,28 December 2022 - 09:20,,Health
https://nltimes.nl/2022/12/28/police-chief-doubled-number-accidents-drug-labs-worrying,Police chief: doubled number of accidents in drug labs is worrying,28 December 2022 - 08:37,,Crime
https://nltimes.nl/2022/12/28/one-person-seriously-injured-rotterdam-shooting,One person seriously injured in Rotterdam shooting,28 December 2022 - 07:55,,Crime
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/28/huge-part-wind-turbine-tower-blocks-highway-near-apeldoorn,Huge part of wind turbine tower blocks highway near Apeldoorn,28 December 2022 - 07:28,,1-1-2
https://nltimes.nl/2022/12/27/new-brussels-amsterdam-berlin-night-train-launch-may-25,New Brussels-Amsterdam-Berlin night train to launch on May 25,27 December 2022 - 20:35,,Business
https://nltimes.nl/2022/12/27/man-arrested-rotterdam-car-crash-suspected-driving-influence,Man arrested in Rotterdam car crash suspected of driving under the influence,27 December 2022 - 17:20,,Crime1-1-2
https://nltimes.nl/2022/12/27/rivm-number-coronovirus-infections-rising-new-wave-yet,"RIVM: Number of coronovirus infections is rising, no new wave yet",27 December 2022 - 16:30,,Health
https://nltimes.nl/2022/12/27/daley-blind-leaves-afc-ajax-terminates-contract,"Daley Blind leaves AFC Ajax, terminates contract",27 December 2022 - 15:40,,Sports
https://nltimes.nl/2022/12/27/far-illegal-fireworks-purchased-year-much-powerful-police-union,"Far more illegal fireworks purchased this year, and much more powerful: Police Union",27 December 2022 - 14:45,,Crime
https://nltimes.nl/2022/12/27/a12-near-zoetermeer-closed-days-due-replacement-parts-mandela-bridge,A12 near Zoetermeer closed for days due to replacement of parts of Mandela Bridge,27 December 2022 - 13:20,,Politics
https://nltimes.nl/2022/12/27/police-want-fireworks-ban-new-year-celebrations-get-restless,Police want fireworks ban if New Year celebrations get restless,27 December 2022 - 12:30,,Politics
https://nltimes.nl/2022/12/27/15-year-old-suspect-killed-17-year-old-boy-arrested-amsterdam,15-year-old suspect who killed 17-year-old boy arrested in Amsterdam,27 December 2022 - 11:40,,Crime
https://nltimes.nl/2022/12/27/municipalities-block-renewing-passports-people-outstanding-debts,Municipalities block renewing passports for people with outstanding debts ,27 December 2022 - 10:51,,Politics
https://nltimes.nl/2022/12/27/gasoline-10-percent-cheaper-beginning-year,Gasoline about 10 percent cheaper than at the beginning of this year,27 December 2022 - 09:45,,PoliticsBusiness
https://nltimes.nl/2022/12/27/cody-gakpo-departs-psv-liverpool-rumored-eu42-million-deal,Cody Gakpo departs PSV for Liverpool in rumored €42 million deal,27 December 2022 - 08:49,,Sports
https://nltimes.nl/2022/12/27/boy-14-dies-injuries-oss-car-crash-two-siblings-critical-condition,"Boy, 14, dies from injuries in Oss car crash; Two siblings in critical condition",27 December 2022 - 07:55,,Crime
https://nltimes.nl/2022/12/27/pediatric-intensive-care-units-full-netherlands-due-rsv-flu-epidemic,"Pediatric intensive care units full in the Netherlands due to RSV, flu epidemic",27 December 2022 - 07:30,,Health
https://nltimes.nl/2022/12/26/big-crowds-intratuin-ikea-boxing-day,Big crowds at Intratuin and IKEA on Boxing Day,26 December 2022 - 19:55,,Business
https://nltimes.nl/2022/12/26/child-two-adults-killed-rotterdam-crash-monday-morning,Child and two adults killed in Rotterdam crash Monday morning,26 December 2022 - 19:05,,Crime
https://nltimes.nl/2022/12/26/netherlands-condemns-talibans-ban-women-working-ngos,The Netherlands condemns the Taliban's ban on women working at NGOs,26 December 2022 - 18:38,,Politics
https://nltimes.nl/2022/12/26/interest-rate-hikes-likely-europe-despite-recession-fears-says-dnb-boss,"More interest rate hikes likely in Europe despite recession fears, says DNB boss ",26 December 2022 - 13:10,,PoliticsBusiness
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/26/police-arrest-boy-16-fatal-shooting-17-year-old-amsterdam,"Police arrest boy, 16, in fatal shooting of 17-year-old in Amsterdam",26 December 2022 - 11:45,,Crime
https://nltimes.nl/2022/12/26/three-children-among-seven-hurt-oss-car-crash,Three children among seven hurt in Oss car crash,26 December 2022 - 10:28,,Crime
https://nltimes.nl/2022/12/26/400-cases-abusive-workplace-behavior-dutch-creative-sector-reported-2022,About 400 cases of abusive workplace behavior in Dutch creative sector reported in 2022,26 December 2022 - 09:28,,CrimeBusiness
https://nltimes.nl/2022/12/26/advocacy-groups-praise-king-willem-alexanders-words-slavery,Advocacy groups praise King Willem-Alexander’s words about slavery,26 December 2022 - 08:23,,Politics
https://nltimes.nl/2022/12/26/three-killed-one-hurt-rotterdam-car-crash,"Three killed, one hurt in Rotterdam car crash",26 December 2022 - 07:56,,1-1-2
https://nltimes.nl/2022/12/25/large-fire-breda-apartment-building-extinguished,Large fire in Breda apartment building extinguished,25 December 2022 - 17:05,,1-1-2
https://nltimes.nl/2022/12/25/banks-may-rely-notary-statement-anti-money-laundering-checks,Banks may rely on notary statement for anti-money laundering checks ,25 December 2022 - 16:15,,Business
https://nltimes.nl/2022/12/25/shot-26-year-old-man-vlissingen-thrown-car-antwerp,Shot 26-year-old man from Vlissingen thrown out of car in Antwerp,25 December 2022 - 15:25,,Crime
https://nltimes.nl/2022/12/25/full-text-english-king-willem-alexanders-2022-christmas-speech,Full text in English of King Willem-Alexander's 2022 Christmas speech,25 December 2022 - 14:27,,Politics
https://nltimes.nl/2022/12/25/dutch-king-addresses-slavery-era-injustice-financial-woes-christmas-speech,"Dutch King addresses slavery era, injustice, and financial woes in Christmas speech",25 December 2022 - 13:15,,Politics
https://nltimes.nl/2022/12/25/syrian-man-suspected-terrorism-case-remain-jail-brother-released-custody,Syrian man suspected in terrorism case to remain in jail; Brother released from custody,25 December 2022 - 12:30,,Crime
https://nltimes.nl/2022/12/25/internationally-wanted-ukrainian-arrested-winterswijk,Internationally wanted Ukrainian arrested in Winterswijk,25 December 2022 - 11:50,,Crime
https://nltimes.nl/2022/12/25/40-students-evacuated-homes-fire-student-building,About 40 students evacuated from their homes after fire in student building,25 December 2022 - 10:50,,1-1-2
https://nltimes.nl/2022/12/25/dutch-spend-time-christmas-shopping-ever,The Dutch spend more time on Christmas shopping than ever before,25 December 2022 - 10:00,,PoliticsBusiness
https://nltimes.nl/2022/12/25/two-armed-men-still-large-rotterdam-home-invasion-robbery,Two armed men still at large after Rotterdam home invasion robbery,25 December 2022 - 09:04,,Crime
https://nltimes.nl/2022/12/25/king-willem-alexander-will-give-annual-christmas-speech,King Willem-Alexander will give his annual Christmas speech,25 December 2022 - 08:40,,PoliticsCulture
https://nltimes.nl/2022/12/25/cabinet-proposes-new-law-ban-parties-undermine-democracy,Cabinet proposes new law to ban parties that undermine democracy ,25 December 2022 - 08:10,,Politics
https://nltimes.nl/2022/12/25/disposable-household-income-slightly-mortgage-debt-increased-73-billion-euros,"Disposable household income up slightly, mortgage debt increased by 7.3 billion euros",25 December 2022 - 07:30,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/24/person-fell-pit-cemetery-utrecht-rescued,Person who fell into a pit at a cemetery in Utrecht was rescued ,24 December 2022 - 14:45,,1-1-2Weird
https://nltimes.nl/2022/12/24/netherlands-ranks-32-list-best-cuisines-world,The Netherlands ranks 32 on the list of the best cuisines in the world,24 December 2022 - 12:55,,CultureFood
https://nltimes.nl/2022/12/24/municipalities-developed-60-programs-close-gaps-poor,"Municipalities developed over 60 programs to ""close gaps"" for the poor",24 December 2022 - 11:55,,Politics
https://nltimes.nl/2022/12/24/two-dead-single-car-crash-oosterwolde-driver-injured,"Two dead after single car crash in Oosterwolde, driver injured",24 December 2022 - 11:00,,1-1-2
https://nltimes.nl/2022/12/24/new-unit-250-marechaussees-personal-protection-ministers-judges,New unit of 250 Marechaussees for personal protection of ministers and judges,24 December 2022 - 10:01,,Politics
https://nltimes.nl/2022/12/24/independent-npo-committee-will-include-nos-sport-investigations,Independent NPO committee will include NOS Sport in investigations,24 December 2022 - 09:26,,BusinessCultureEntertainment
https://nltimes.nl/2022/12/24/new-record-2022-sunniest-year-netherlands,New record: 2022 is sunniest year in the Netherlands,24 December 2022 - 08:38,,TechNature
https://nltimes.nl/2022/12/24/self-employed-people-can-benefit-greatly-new-pension-law-says-knab-bank,"Self-employed people can benefit greatly from new pension law, says Knab Bank",24 December 2022 - 08:15,,PoliticsBusiness
https://nltimes.nl/2022/12/24/salmonella-may-increase-risk-colon-cancer-research-shows,"Salmonella may increase risk of colon cancer, research shows",24 December 2022 - 07:45,,TechNature
https://nltimes.nl/2022/12/24/2-million-fewer-museum-visitors-2021-compared-2020, Over 2 million fewer museum visitors in 2021 compared to 2020,24 December 2022 - 07:14,,BusinessCultureArtLifestyle
https://nltimes.nl/2022/12/23/woman-loses-part-hand-due-illegal-firework-thrown-home,Woman loses part of her hand due to illegal firework thrown in her home,23 December 2022 - 18:45,,Crime
https://nltimes.nl/2022/12/23/cabinet-appeal-refugee-family-reunification-court-decisions,Cabinet to appeal against refugee family reunification court decisions,23 December 2022 - 18:11,,Politics
https://nltimes.nl/2022/12/23/netherlands-earmark-eu25-billion-support-ukraine-2023,Netherlands to earmark €2.5 billion to support Ukraine in 2023,23 December 2022 - 13:05,,Politics
https://nltimes.nl/2022/12/23/supermarkets-open-christmas-holidays,More supermarkets open again during Christmas holidays,23 December 2022 - 12:20,,Business
https://nltimes.nl/2022/12/23/suspect-brazen-amsterdam-armored-truck-robbery-arrested-guinea,Suspect in brazen Amsterdam armored truck robbery arrested in Guinea,23 December 2022 - 11:30,,Crime
https://nltimes.nl/2022/12/23/nos-sport-staff-reported-sexual-misconduct-harassment-15-years-avail-report,"NOS Sport staff reported sexual misconduct, harassment for 15 years to no avail: Report",23 December 2022 - 10:40,,CrimeCultureEntertainmentSports
https://nltimes.nl/2022/12/23/panda-cub-born-2020-ouwehands-zoo-girl-boy-suspected,"Panda cub born in 2020 at Ouwehands Zoo is a girl, not a boy as suspected",23 December 2022 - 09:53,,TechNature
