,links,title,content,time,class
412,https://nltimes.nl/2022/12/31/new-years-dive-sea-temperature-expected-7-degrees,New Year's dive sea temperature expected to be about 7 degrees,"The North Sea temperature will be about 7 degrees Celsius during the New Year's Day dive, very average for the time of year, according to calculations by Rijkswaterstaat. The measurement point at Brouwersdam in Zeeland was examined. ""That is a stretch of sea that is not affected by river water. As a result, the temperature there is very average,"" said a spokesperson for Rijkswaterstaat.he sea water at Brouwersdam is currently 7.1 degrees. In 2021, the sea temperature on New Year's Day was about the same at 6.9 degrees. In recent years, the North Sea has had the same temperature around the turn of the new year, at around 6 to 7 degrees, according to Rijkswaterstaat.Traditionally, thousands of people take a dip in the cold water on New Year's Day at some 170 locations across the country. At the last organized New Year's dive on January 1, 2020, about 60,000 people jumped into the water.That includes 10,000 at the Scheveningen Pier. For the past two years, the New Year's dives have been cancelled due to the coronavirus measures. As an alternative, people were able to obtain cans of sea water, which they could dump over themselves in their backyards and on their balconies..The Netherlands Rescue Brigade warned participants that they have to be careful when they dive into the cold water. The rescuers advise people not to go into the water alone, to keep clothes and shoes on until shortly before the countdown, and to wear a hat. Drinking alcohol to warm up after the dive is of no use, according to the lifeguards.""On the contrary, a cold body in combination with alcohol consumption can cause hypothermia. Take a warm sweet drink, or soup.""",31 December 2022 - 08:00,Culture
413,https://nltimes.nl/2022/12/31/new-years-dive-sea-temperature-expected-7-degrees,New Year's dive sea temperature expected to be about 7 degrees,"The North Sea temperature will be about 7 degrees Celsius during the New Year's Day dive, very average for the time of year, according to calculations by Rijkswaterstaat. The measurement point at Brouwersdam in Zeeland was examined. ""That is a stretch of sea that is not affected by river water. As a result, the temperature there is very average,"" said a spokesperson for Rijkswaterstaat.he sea water at Brouwersdam is currently 7.1 degrees. In 2021, the sea temperature on New Year's Day was about the same at 6.9 degrees. In recent years, the North Sea has had the same temperature around the turn of the new year, at around 6 to 7 degrees, according to Rijkswaterstaat.Traditionally, thousands of people take a dip in the cold water on New Year's Day at some 170 locations across the country. At the last organized New Year's dive on January 1, 2020, about 60,000 people jumped into the water.That includes 10,000 at the Scheveningen Pier. For the past two years, the New Year's dives have been cancelled due to the coronavirus measures. As an alternative, people were able to obtain cans of sea water, which they could dump over themselves in their backyards and on their balconies..The Netherlands Rescue Brigade warned participants that they have to be careful when they dive into the cold water. The rescuers advise people not to go into the water alone, to keep clothes and shoes on until shortly before the countdown, and to wear a hat. Drinking alcohol to warm up after the dive is of no use, according to the lifeguards.""On the contrary, a cold body in combination with alcohol consumption can cause hypothermia. Take a warm sweet drink, or soup.""",31 December 2022 - 08:00,Lifestyle
414,https://nltimes.nl/2022/12/31/new-years-dive-sea-temperature-expected-7-degrees,New Year's dive sea temperature expected to be about 7 degrees,"The North Sea temperature will be about 7 degrees Celsius during the New Year's Day dive, very average for the time of year, according to calculations by Rijkswaterstaat. The measurement point at Brouwersdam in Zeeland was examined. ""That is a stretch of sea that is not affected by river water. As a result, the temperature there is very average,"" said a spokesperson for Rijkswaterstaat.he sea water at Brouwersdam is currently 7.1 degrees. In 2021, the sea temperature on New Year's Day was about the same at 6.9 degrees. In recent years, the North Sea has had the same temperature around the turn of the new year, at around 6 to 7 degrees, according to Rijkswaterstaat.Traditionally, thousands of people take a dip in the cold water on New Year's Day at some 170 locations across the country. At the last organized New Year's dive on January 1, 2020, about 60,000 people jumped into the water.That includes 10,000 at the Scheveningen Pier. For the past two years, the New Year's dives have been cancelled due to the coronavirus measures. As an alternative, people were able to obtain cans of sea water, which they could dump over themselves in their backyards and on their balconies..The Netherlands Rescue Brigade warned participants that they have to be careful when they dive into the cold water. The rescuers advise people not to go into the water alone, to keep clothes and shoes on until shortly before the countdown, and to wear a hat. Drinking alcohol to warm up after the dive is of no use, according to the lifeguards.""On the contrary, a cold body in combination with alcohol consumption can cause hypothermia. Take a warm sweet drink, or soup.""",31 December 2022 - 08:00,Entertainment
416,https://nltimes.nl/2022/12/31/bakers-dutch-eating-just-many-oliebollen-last-year,Bakers: Dutch eating just as many oliebollen as last year,"Despite almost everything in the Netherlands becoming more expensive, Dutch people are buying just as many oliebollen as they did last year, says Arend Kisteman, chairman of the Dutch Bread and Confectioners Business Association (NBOV).“We are now selling quite a lot via webshops. But we have also not seen a decrease in the shops, despite the fact it is quite rainy and cold”, said Kisteman. He has a bakery in the center of Zwolle and expects to sell around 80,000 oliebollen for New Year’s.According to the NBOV chairman, oliebollen have become at least 10 cents more expensive than last year. At his business in Zwolle, an oliebol costs 1.15 euros; in the Randstad, that is around 1.30 or 1.40 euros. “But people are now used to the quality of a baker or a stall. Then they aren’t all of a sudden now going to buy your oliebollen for 40 cents from the supermarket”, said Kisteman. Also, other products like apple beignets are doing well. “If you sell ten products, it is usually seven oliebollen with filling, two without, and a beignet. Also, in that way, there has been no change.”The baker is also seeing big orders of 40 to 50 oliebollen this year. That is because larger groups are allowed to gather for New Year’s this year. That was not possible last year due to the coronavirus lockdown. ",31 December 2022 - 07:30,Culture
417,https://nltimes.nl/2022/12/31/bakers-dutch-eating-just-many-oliebollen-last-year,Bakers: Dutch eating just as many oliebollen as last year,"Despite almost everything in the Netherlands becoming more expensive, Dutch people are buying just as many oliebollen as they did last year, says Arend Kisteman, chairman of the Dutch Bread and Confectioners Business Association (NBOV).“We are now selling quite a lot via webshops. But we have also not seen a decrease in the shops, despite the fact it is quite rainy and cold”, said Kisteman. He has a bakery in the center of Zwolle and expects to sell around 80,000 oliebollen for New Year’s.According to the NBOV chairman, oliebollen have become at least 10 cents more expensive than last year. At his business in Zwolle, an oliebol costs 1.15 euros; in the Randstad, that is around 1.30 or 1.40 euros. “But people are now used to the quality of a baker or a stall. Then they aren’t all of a sudden now going to buy your oliebollen for 40 cents from the supermarket”, said Kisteman. Also, other products like apple beignets are doing well. “If you sell ten products, it is usually seven oliebollen with filling, two without, and a beignet. Also, in that way, there has been no change.”The baker is also seeing big orders of 40 to 50 oliebollen this year. That is because larger groups are allowed to gather for New Year’s this year. That was not possible last year due to the coronavirus lockdown. ",31 December 2022 - 07:30,Food
419,https://nltimes.nl/2022/12/30/6-best-kept-secrets-dutch-health-insurance,These are the 6 best kept secrets of Dutch health insurance,"You only have a few days to obtain a new health insurance plan for 2023. What is important to you, the lowest possible price, the most extensive coverage or the best policy conditions?Either way, before you decide, we would like to share with you the six best kept secrets of Dutch health insurance.Let’s dive right in. There is a cheaper alternative within every big insurance company. So, if you currently have the basic insurance package from Zilveren Kruis, CZ, VGZ or Menzis, there are loads of opportunities to save some money in 2023. Four examples:Insurance companies pull out all the stops to distinguish themselves from the competition. A low price and good coverage alone is no longer enough. That’s why several insurance companies offer lots of free extras with their basic plan. Popular examples include:But how do you know which plans have the best extras for your situation?Zorgwijzer’s English comparison tool gives you a solid overview of all the plusses and minuses per health insurance plan. Check it out for yourselfIn some cases, it is much cheaper to simply go with a basic insurance plan and ignore the supplemental insurance plans. Just pay for certain treatments yourself. This could be the case for reimbursements like: You can check for yourself if certain supplemental insurances are worthwhile or not. Just follow these steps when choosing a supplemental plan:Health insurance companies have a duty of acceptance for their basic health insurance plans. This means the insurer is not allowed to refuse your insurance request, based on your age, background, healthcare situation or gender. So if even if you need a great deal of healthcare or expensive medication, you will always be accepted, even if it is the cheapest or most extensive basic plan. For the most part, the same situation applies for supplemental insurance plans. Some exceptions apply:For these coverages, a waiting time of one year or medical selection might be demanded, which may lead to non-acceptance. Many people do not know that it is possible to choose a new insurance plan next January. So, in fact you have a whole month extra to compare a health insurance (in Dutch, this is called: zorgverzekering vergelijken). The only important thing to make use of this is to make sure that your current insurance plan is cancelled before the end of the year. Are you going to change your health insurance for 2023? Then you always have a 14-day reflection period in which you can cancel your decision for free and at no cost. Just be aware that this only applies for people that use the internet or phone to close their insurance plan.Still don’t know what to choose? Here’s a tool that will help you find the best and cheapest health insurance in 2023.",30 December 2022 - 19:33,Health
420,https://nltimes.nl/2022/12/30/6-best-kept-secrets-dutch-health-insurance,These are the 6 best kept secrets of Dutch health insurance,"You only have a few days to obtain a new health insurance plan for 2023. What is important to you, the lowest possible price, the most extensive coverage or the best policy conditions?Either way, before you decide, we would like to share with you the six best kept secrets of Dutch health insurance.Let’s dive right in. There is a cheaper alternative within every big insurance company. So, if you currently have the basic insurance package from Zilveren Kruis, CZ, VGZ or Menzis, there are loads of opportunities to save some money in 2023. Four examples:Insurance companies pull out all the stops to distinguish themselves from the competition. A low price and good coverage alone is no longer enough. That’s why several insurance companies offer lots of free extras with their basic plan. Popular examples include:But how do you know which plans have the best extras for your situation?Zorgwijzer’s English comparison tool gives you a solid overview of all the plusses and minuses per health insurance plan. Check it out for yourselfIn some cases, it is much cheaper to simply go with a basic insurance plan and ignore the supplemental insurance plans. Just pay for certain treatments yourself. This could be the case for reimbursements like: You can check for yourself if certain supplemental insurances are worthwhile or not. Just follow these steps when choosing a supplemental plan:Health insurance companies have a duty of acceptance for their basic health insurance plans. This means the insurer is not allowed to refuse your insurance request, based on your age, background, healthcare situation or gender. So if even if you need a great deal of healthcare or expensive medication, you will always be accepted, even if it is the cheapest or most extensive basic plan. For the most part, the same situation applies for supplemental insurance plans. Some exceptions apply:For these coverages, a waiting time of one year or medical selection might be demanded, which may lead to non-acceptance. Many people do not know that it is possible to choose a new insurance plan next January. So, in fact you have a whole month extra to compare a health insurance (in Dutch, this is called: zorgverzekering vergelijken). The only important thing to make use of this is to make sure that your current insurance plan is cancelled before the end of the year. Are you going to change your health insurance for 2023? Then you always have a 14-day reflection period in which you can cancel your decision for free and at no cost. Just be aware that this only applies for people that use the internet or phone to close their insurance plan.Still don’t know what to choose? Here’s a tool that will help you find the best and cheapest health insurance in 2023.",30 December 2022 - 19:33,Sponsored 
421,https://nltimes.nl/2022/12/30/6-best-kept-secrets-dutch-health-insurance,These are the 6 best kept secrets of Dutch health insurance,"You only have a few days to obtain a new health insurance plan for 2023. What is important to you, the lowest possible price, the most extensive coverage or the best policy conditions?Either way, before you decide, we would like to share with you the six best kept secrets of Dutch health insurance.Let’s dive right in. There is a cheaper alternative within every big insurance company. So, if you currently have the basic insurance package from Zilveren Kruis, CZ, VGZ or Menzis, there are loads of opportunities to save some money in 2023. Four examples:Insurance companies pull out all the stops to distinguish themselves from the competition. A low price and good coverage alone is no longer enough. That’s why several insurance companies offer lots of free extras with their basic plan. Popular examples include:But how do you know which plans have the best extras for your situation?Zorgwijzer’s English comparison tool gives you a solid overview of all the plusses and minuses per health insurance plan. Check it out for yourselfIn some cases, it is much cheaper to simply go with a basic insurance plan and ignore the supplemental insurance plans. Just pay for certain treatments yourself. This could be the case for reimbursements like: You can check for yourself if certain supplemental insurances are worthwhile or not. Just follow these steps when choosing a supplemental plan:Health insurance companies have a duty of acceptance for their basic health insurance plans. This means the insurer is not allowed to refuse your insurance request, based on your age, background, healthcare situation or gender. So if even if you need a great deal of healthcare or expensive medication, you will always be accepted, even if it is the cheapest or most extensive basic plan. For the most part, the same situation applies for supplemental insurance plans. Some exceptions apply:For these coverages, a waiting time of one year or medical selection might be demanded, which may lead to non-acceptance. Many people do not know that it is possible to choose a new insurance plan next January. So, in fact you have a whole month extra to compare a health insurance (in Dutch, this is called: zorgverzekering vergelijken). The only important thing to make use of this is to make sure that your current insurance plan is cancelled before the end of the year. Are you going to change your health insurance for 2023? Then you always have a 14-day reflection period in which you can cancel your decision for free and at no cost. Just be aware that this only applies for people that use the internet or phone to close their insurance plan.Still don’t know what to choose? Here’s a tool that will help you find the best and cheapest health insurance in 2023.",30 December 2022 - 19:33,Content
423,https://nltimes.nl/2022/12/30/traditional-hague-bonfires-lit-tonight-new-years-wind,"Traditional Hague bonfires to be lit tonight, not New Year's, because of wind","The bonfires on the beaches of Scheveningen and Duindorp in The Hague will be lit a day earlier than planned. The wind is expected to be blowing too hard on New Year's Eve, and thus the wood pallets will go up in flames starting at 11 p.m. on Friday evening.The municipality of The Hague has announced that wind force 6 or 7 is expected on the beach on New Year's Eve. That is equivalent to wind speeds of about 40 to 60 kilometers per hour. ""That poses too great a risk for local residents, spectators and buildings."" The mayor of The Hague, Jan van Zanen, called it a downer that the bonfires cannot be lit at the turn of the year itself. ""But we have agreed that the fire will only be lit if it is safe to do so. Safety comes first.""Due to the bad weather forecast, the fireworks show and the New Year's party around the Hofvijver will not take place on Saturday evening. The smaller bonfires in the Laak and Escamp districts cannot be lit either. Construction of those was set to begin on Saturday.Wooden pallets have been piled up on the beaches of Scheveningen and Duindorp in recent days. These stacks may be a maximum of 10 meters high, 10 meters long and 10 meters wide.The bonfires were a tradition in Scheveningen and Duindorp for many years. Young people from the neighborhoods worked for days to build the highest pile of wood. The situation went awry during the turn of the year from 2018 to 2019. The strong wind then blew smoldering wood across Scheveningen. The shower of burning embers caused more than a million euros in damage there.It then turned out that the two piles of wood on the beach were much higher than had been agreed with the municipality. The towers were allowed to be 35 meters high, but the Duindorp stack was almost 49 meters high and the one in Scheveningen was over 45 meters. The municipality did not do enough to enforce the rules. The investigation led to the resignation of Mayor Pauline Krikke.Due to the shower of embers, the bonfires were not allowed on the following New Year's Eve. After that, the bonfires were not allowed to be built up due to restrictions related to the coronavirus. This year, Scheveningen and Duindorp received permission to build up the piles of wood for the first time in four years.",30 December 2022 - 17:19,One-one-two
424,https://nltimes.nl/2022/12/30/traditional-hague-bonfires-lit-tonight-new-years-wind,"Traditional Hague bonfires to be lit tonight, not New Year's, because of wind","The bonfires on the beaches of Scheveningen and Duindorp in The Hague will be lit a day earlier than planned. The wind is expected to be blowing too hard on New Year's Eve, and thus the wood pallets will go up in flames starting at 11 p.m. on Friday evening.The municipality of The Hague has announced that wind force 6 or 7 is expected on the beach on New Year's Eve. That is equivalent to wind speeds of about 40 to 60 kilometers per hour. ""That poses too great a risk for local residents, spectators and buildings."" The mayor of The Hague, Jan van Zanen, called it a downer that the bonfires cannot be lit at the turn of the year itself. ""But we have agreed that the fire will only be lit if it is safe to do so. Safety comes first.""Due to the bad weather forecast, the fireworks show and the New Year's party around the Hofvijver will not take place on Saturday evening. The smaller bonfires in the Laak and Escamp districts cannot be lit either. Construction of those was set to begin on Saturday.Wooden pallets have been piled up on the beaches of Scheveningen and Duindorp in recent days. These stacks may be a maximum of 10 meters high, 10 meters long and 10 meters wide.The bonfires were a tradition in Scheveningen and Duindorp for many years. Young people from the neighborhoods worked for days to build the highest pile of wood. The situation went awry during the turn of the year from 2018 to 2019. The strong wind then blew smoldering wood across Scheveningen. The shower of burning embers caused more than a million euros in damage there.It then turned out that the two piles of wood on the beach were much higher than had been agreed with the municipality. The towers were allowed to be 35 meters high, but the Duindorp stack was almost 49 meters high and the one in Scheveningen was over 45 meters. The municipality did not do enough to enforce the rules. The investigation led to the resignation of Mayor Pauline Krikke.Due to the shower of embers, the bonfires were not allowed on the following New Year's Eve. After that, the bonfires were not allowed to be built up due to restrictions related to the coronavirus. This year, Scheveningen and Duindorp received permission to build up the piles of wood for the first time in four years.",30 December 2022 - 17:19,Culture
425,https://nltimes.nl/2022/12/30/traditional-hague-bonfires-lit-tonight-new-years-wind,"Traditional Hague bonfires to be lit tonight, not New Year's, because of wind","The bonfires on the beaches of Scheveningen and Duindorp in The Hague will be lit a day earlier than planned. The wind is expected to be blowing too hard on New Year's Eve, and thus the wood pallets will go up in flames starting at 11 p.m. on Friday evening.The municipality of The Hague has announced that wind force 6 or 7 is expected on the beach on New Year's Eve. That is equivalent to wind speeds of about 40 to 60 kilometers per hour. ""That poses too great a risk for local residents, spectators and buildings."" The mayor of The Hague, Jan van Zanen, called it a downer that the bonfires cannot be lit at the turn of the year itself. ""But we have agreed that the fire will only be lit if it is safe to do so. Safety comes first.""Due to the bad weather forecast, the fireworks show and the New Year's party around the Hofvijver will not take place on Saturday evening. The smaller bonfires in the Laak and Escamp districts cannot be lit either. Construction of those was set to begin on Saturday.Wooden pallets have been piled up on the beaches of Scheveningen and Duindorp in recent days. These stacks may be a maximum of 10 meters high, 10 meters long and 10 meters wide.The bonfires were a tradition in Scheveningen and Duindorp for many years. Young people from the neighborhoods worked for days to build the highest pile of wood. The situation went awry during the turn of the year from 2018 to 2019. The strong wind then blew smoldering wood across Scheveningen. The shower of burning embers caused more than a million euros in damage there.It then turned out that the two piles of wood on the beach were much higher than had been agreed with the municipality. The towers were allowed to be 35 meters high, but the Duindorp stack was almost 49 meters high and the one in Scheveningen was over 45 meters. The municipality did not do enough to enforce the rules. The investigation led to the resignation of Mayor Pauline Krikke.Due to the shower of embers, the bonfires were not allowed on the following New Year's Eve. After that, the bonfires were not allowed to be built up due to restrictions related to the coronavirus. This year, Scheveningen and Duindorp received permission to build up the piles of wood for the first time in four years.",30 December 2022 - 17:19,Entertainment
427,https://nltimes.nl/2022/12/30/clarence-seedorf-praises-pele-social-impact-knvb-mourns-football-icon,"Clarence Seedorf praises Pelé for his social impact, KNVB mourns ""football icon""","Former Dutch football star Clarence Seedorf has highlighted the social impact of the late Brazilian football icon Pelé in a post on Instagram. A person of color who grew up in poverty, Pelé developed into a world star. The Dutch football association KNVB also commemorated the death of the Brazilian football great Pelé on Thursday. ""A football icon"", is how the KNVB described Pelé, who died at the age of 82. ""Rest in Peace, Pelé.""A football icon.Rest in peace, Pelé. 🤍 pic.twitter.com/hFbQ3rjtaJ""Gratitude for your legacy,"" Seedorf wrote. He himself ended his own football career in Brazil at the beginning of 2014 with Rio de Janeiro's Botafogo club. Pelé played almost his entire career for Santos in São Paulo.Pelé influence ""can’t be measured simply by his 3 World Cup victories. ""The love of the people on the world for the game, the globalisation of the game and your social impact globally, the racial awareness that opened the doors for black players and of course your magic with the ball and so much more,"" Seedorf continued. ""It has been a long and amazing journey. You have taught us so many lessons.""Pelé not only gave Brazil its first world title in 1958, followed by two more World Cups in 1962 and 1970, but also became a figurehead for the Black population with a similar background in the South American country. Nicknamed ""O Rei,"" which translates as The King, he was criticized for rarely using his status to draw attention to racism or political issues.After his career as a football ambassador, Pelé devoted himself to social projects by the United Nations and Unicef, among others. Last summer, he called on Russian President Vladimir Putin in an open letter to end the war in Ukraine.Sad day for the world of football. Rest in peace, Pelé 🤍 pic.twitter.com/uVe6frAHO1""Until your last moment it was all positivity and love towards the people you connected with and the whole world,"" said 46-year-old Seedorf, who won the Champions League a total of four times with Ajax, Real Madrid and AC Milan. ""You shall always be remembered as the king of football and most importantly you will be remembered for the great human being you have been during your time on this earth.""Aside from the KNVB's message, other Dutch football organizations made their feelings known.Ajax published a photo on Twitter of Pelé in an embrace with Johan Cruijff, who died in 2016. ""A sad day for football. Rest in peace, Pelé,"" said the Amsterdam club.PSV shared a message from Pelé's account announcing his death with two emoji, the Brazilian flag, and two hands folded together in prayer. PSV then also posted a photo from 1963, when Pelé played football against PSV in Eindhoven. That was a day after the friendly match between the Netherlands and Brazil in Amsterdam.A post shared by Clarence Seedorf (@clarenceseedorf)",30 December 2022 - 14:45,Sports
429,https://nltimes.nl/2022/12/30/wind-threatens-cancel-new-years-national-fireworks-show,Wind threatens to cancel New Year's National Fireworks show,"The company that will set off the National Fireworks show at the Erasmus Bridge in Rotterdam during the turn of the new year is concerned about the wind forecast for Saturday evening. According to Jolanda Pen of Dream Fireworks, it is not allowed to set off fireworks if the wind force is above level five on the Beaufort Scale, or roughly 39 kilometers per hour. ""It's getting somewhat tense.""Weeronline predicts a strong wind out of the southwest with strong to stormy winds at the coast measuring between wind force 7-8, or 50-75 km/h, with heavy gusts. In other municipalities where the company organizes fireworks shows, things will also be cut short, Pen believes.These include the two other locations of the National Fireworks program, in Hoek van Holland and the Nesselande district of Rotterdam.There are also concerns about the continuation of shows in Amsterdam, at the Hofvijver in The Hague and at three locations in Hilversum, including the National Countdown Moment. The decision ultimately rests with the province, according to Pen. ""It will be very sad if it doesn't happen.""At the moment, the wind is blowing at nine meters per second, reports a spokesperson for the DCMR Environmental Service Rijnmond. That converts to about 32 km/h, landing at wind force five. The event would be able to continue if conditions remain the same as they are on Friday afternoon. A number of checks will be carried out on Friday, and two inspectors will be available all day on New Year's Eve.Ultimately, the inspectors of the DCMR, the mayor and the organization of the National Fireworks will decide whether the fireworks showcase can continue, said the spokesperson.",30 December 2022 - 13:05,Culture
430,https://nltimes.nl/2022/12/30/wind-threatens-cancel-new-years-national-fireworks-show,Wind threatens to cancel New Year's National Fireworks show,"The company that will set off the National Fireworks show at the Erasmus Bridge in Rotterdam during the turn of the new year is concerned about the wind forecast for Saturday evening. According to Jolanda Pen of Dream Fireworks, it is not allowed to set off fireworks if the wind force is above level five on the Beaufort Scale, or roughly 39 kilometers per hour. ""It's getting somewhat tense.""Weeronline predicts a strong wind out of the southwest with strong to stormy winds at the coast measuring between wind force 7-8, or 50-75 km/h, with heavy gusts. In other municipalities where the company organizes fireworks shows, things will also be cut short, Pen believes.These include the two other locations of the National Fireworks program, in Hoek van Holland and the Nesselande district of Rotterdam.There are also concerns about the continuation of shows in Amsterdam, at the Hofvijver in The Hague and at three locations in Hilversum, including the National Countdown Moment. The decision ultimately rests with the province, according to Pen. ""It will be very sad if it doesn't happen.""At the moment, the wind is blowing at nine meters per second, reports a spokesperson for the DCMR Environmental Service Rijnmond. That converts to about 32 km/h, landing at wind force five. The event would be able to continue if conditions remain the same as they are on Friday afternoon. A number of checks will be carried out on Friday, and two inspectors will be available all day on New Year's Eve.Ultimately, the inspectors of the DCMR, the mayor and the organization of the National Fireworks will decide whether the fireworks showcase can continue, said the spokesperson.",30 December 2022 - 13:05,Entertainment
432,https://nltimes.nl/2022/12/30/dutch-consumers-transferred-record-amount-via-tikkie-2022,Dutch consumers transferred a record amount via Tikkie in 2022,"People in the Netherlands transferred a record amount of money in 2022 using the payment service Tikkie. According to ABN AMRO, the bank behind the service for mobile payments, 130 million payments were sent using Tikkie valued at a combined total of 5.5 billion euros.With that, 2022 leaves the previous record from last year far behind. People then paid 4.2 billion euros via over 100 million tikkies. A Tikkie is often sent to settle expenses between a group of people, such as for dinners or drinks, so the hospitality industry restrictions during much of 2021 in response to the coronavirus pandemic likely explains some of the difference. “I think that will be a part of it. It is true that Tikkies are usually food or drink related,” said Moreno Kensmil, head of marketing for Tikkie, about the difference from last year. During coronavirus lockdowns, there was a dip seen in the number of mobile payments being sent, although the decrease was limited, he claimed. “But this year we saw more payments were being made with the opening of the catering industry, and also Carnival and festivals that were allowed again.”Alongside the end of the coronavirus crisis, Kensmil added that more and more users are joining the payment service. Also, the average payment was higher this year by several euros. The highest number of Tikkies sent in a single day happened on Friday, November 25. Almost 530,000 Tikkies were paid that day, where about 350,000 are sent on an average day. That day the Netherlands men’s football team played against Ecuador at the FIFA World Cup. It was also Black Friday, a day which originated in the United States but has taken a place in Dutch consumerism, with shops giving discounts before the holiday season. It is mainly residents that use Tikkie for sending payment request, yet more companies are using the service. Compared to last year, the number of business users rose by a quarter to 25,000, which led to introduction of a business version of the service. The speed at which people pay is a possible benefit. Almost nine out of the ten Tikkies are paid within a day, and over six out of ten are paid within an hour. ",30 December 2022 - 11:50,Tech
433,https://nltimes.nl/2022/12/30/dutch-consumers-transferred-record-amount-via-tikkie-2022,Dutch consumers transferred a record amount via Tikkie in 2022,"People in the Netherlands transferred a record amount of money in 2022 using the payment service Tikkie. According to ABN AMRO, the bank behind the service for mobile payments, 130 million payments were sent using Tikkie valued at a combined total of 5.5 billion euros.With that, 2022 leaves the previous record from last year far behind. People then paid 4.2 billion euros via over 100 million tikkies. A Tikkie is often sent to settle expenses between a group of people, such as for dinners or drinks, so the hospitality industry restrictions during much of 2021 in response to the coronavirus pandemic likely explains some of the difference. “I think that will be a part of it. It is true that Tikkies are usually food or drink related,” said Moreno Kensmil, head of marketing for Tikkie, about the difference from last year. During coronavirus lockdowns, there was a dip seen in the number of mobile payments being sent, although the decrease was limited, he claimed. “But this year we saw more payments were being made with the opening of the catering industry, and also Carnival and festivals that were allowed again.”Alongside the end of the coronavirus crisis, Kensmil added that more and more users are joining the payment service. Also, the average payment was higher this year by several euros. The highest number of Tikkies sent in a single day happened on Friday, November 25. Almost 530,000 Tikkies were paid that day, where about 350,000 are sent on an average day. That day the Netherlands men’s football team played against Ecuador at the FIFA World Cup. It was also Black Friday, a day which originated in the United States but has taken a place in Dutch consumerism, with shops giving discounts before the holiday season. It is mainly residents that use Tikkie for sending payment request, yet more companies are using the service. Compared to last year, the number of business users rose by a quarter to 25,000, which led to introduction of a business version of the service. The speed at which people pay is a possible benefit. Almost nine out of the ten Tikkies are paid within a day, and over six out of ten are paid within an hour. ",30 December 2022 - 11:50,Culture
434,https://nltimes.nl/2022/12/30/dutch-consumers-transferred-record-amount-via-tikkie-2022,Dutch consumers transferred a record amount via Tikkie in 2022,"People in the Netherlands transferred a record amount of money in 2022 using the payment service Tikkie. According to ABN AMRO, the bank behind the service for mobile payments, 130 million payments were sent using Tikkie valued at a combined total of 5.5 billion euros.With that, 2022 leaves the previous record from last year far behind. People then paid 4.2 billion euros via over 100 million tikkies. A Tikkie is often sent to settle expenses between a group of people, such as for dinners or drinks, so the hospitality industry restrictions during much of 2021 in response to the coronavirus pandemic likely explains some of the difference. “I think that will be a part of it. It is true that Tikkies are usually food or drink related,” said Moreno Kensmil, head of marketing for Tikkie, about the difference from last year. During coronavirus lockdowns, there was a dip seen in the number of mobile payments being sent, although the decrease was limited, he claimed. “But this year we saw more payments were being made with the opening of the catering industry, and also Carnival and festivals that were allowed again.”Alongside the end of the coronavirus crisis, Kensmil added that more and more users are joining the payment service. Also, the average payment was higher this year by several euros. The highest number of Tikkies sent in a single day happened on Friday, November 25. Almost 530,000 Tikkies were paid that day, where about 350,000 are sent on an average day. That day the Netherlands men’s football team played against Ecuador at the FIFA World Cup. It was also Black Friday, a day which originated in the United States but has taken a place in Dutch consumerism, with shops giving discounts before the holiday season. It is mainly residents that use Tikkie for sending payment request, yet more companies are using the service. Compared to last year, the number of business users rose by a quarter to 25,000, which led to introduction of a business version of the service. The speed at which people pay is a possible benefit. Almost nine out of the ten Tikkies are paid within a day, and over six out of ten are paid within an hour. ",30 December 2022 - 11:50,Lifestyle
436,https://nltimes.nl/2022/12/30/dutch-suspect-belgium-toddler-murder-case-remains-custody,Dutch suspect in Belgium toddler murder case remains in custody,"The Dutch woman suspected of involvement in the kidnapping and murder of case of Dean Verberckmoes will remain in pre-trial detention for a longer period of time. The court in Ghent ordered the woman, Romy W., to remain in custody for the time being.W. has been jailed for almost a year. She was arrested in January, after the 4-year-old Flemish boy was found dead a few days earlier at Neeltje Jans in Zeeland. Dean was staying with W. and her boyfriend, Dave De K., in Sint-Gillis-Waas, Belgium, when he was last seen alive.W. was arrested on suspicion of murder and kidnapping, but it is still not clear whether the Dutch woman had an active part in boy’s death. She has previously said she is innocent.De K. is still considered the primary suspect in the case.According to Dean's mother, the Dutch woman lied to her at the time when the mother asked about the whereabouts of her son. The couple was asked to babysit the boy for a period of time, but had not brought the child back to the mother as expected.De K. had left for the Netherlands with Dean during that time. The police believe there is a strong possibility that Dean was already killed in Belgium before De K. brought him to the Netherlands.",30 December 2022 - 10:50,Crime
